Title,Year,Genres,Runtime,Rating,Metascore,Votes,Gross,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
The Curious Case of Benjamin Button,2008.0,"['Drama', 'Fantasy', 'Romance']",166.0,7.8,70.0,460577.0,127490000.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Prometheus,2012.0,"['Adventure', 'Mystery', 'Sci-Fi']",124.0,7.0,65.0,457259.0,126460000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Fargo,1996.0,"['Crime', 'Drama', 'Thriller']",98.0,8.2,85.0,455955.0,25880000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
X-Men,2000.0,"['Action', 'Adventure', 'Sci-Fi']",104.0,7.4,64.0,454408.0,157300000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Argo,2012.0,"['Biography', 'Drama', 'History']",120.0,7.7,86.0,453669.0,136020000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Amazing Spider-Man,2012.0,"['Action', 'Adventure']",136.0,7.0,66.0,453115.0,262029999.99999997,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Apocalypse Now,1979.0,"['Drama', 'War']",153.0,8.5,90.0,451978.0,78800000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Now You See Me,2013.0,"['Crime', 'Mystery', 'Thriller']",115.0,7.3,50.0,451477.0,117700000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
12 Angry Men,1957.0,"['Crime', 'Drama']",96.0,8.9,,449568.0,,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harry Potter and the Sorcerer's Stone,2001.0,"['Adventure', 'Family', 'Fantasy']",152.0,7.5,64.0,446601.0,317560000.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Life of Pi,2012.0,"['Adventure', 'Drama', 'Fantasy']",127.0,8.0,79.0,441620.0,124980000.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12 Years a Slave,2013.0,"['Biography', 'Drama', 'History']",134.0,8.1,97.0,441248.0,56670000.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Groundhog Day,1993.0,"['Comedy', 'Fantasy', 'Romance']",101.0,8.1,72.0,438921.0,70910000.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Kick-Ass,2010.0,"['Action', 'Comedy']",117.0,7.7,66.0,437080.0,48040000.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edge of Tomorrow,2014.0,"['Action', 'Adventure', 'Sci-Fi']",113.0,7.9,71.0,433670.0,100190000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Drive,2011.0,"['Crime', 'Drama']",100.0,7.8,78.0,433124.0,35050000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Heat,1995.0,"['Action', 'Crime', 'Drama']",170.0,8.2,76.0,432541.0,67440000.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Independence Day,1996.0,"['Action', 'Adventure', 'Sci-Fi']",145.0,6.9,59.0,431327.0,306120000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Looper,2012.0,"['Action', 'Crime', 'Drama']",119.0,7.4,84.0,430106.0,66470000.0,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2001: A Space Odyssey,1968.0,"['Adventure', 'Mystery', 'Sci-Fi']",149.0,8.3,86.0,429070.0,56720000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Into the Wild,2007.0,"['Adventure', 'Biography', 'Drama']",148.0,8.2,73.0,427957.0,18350000.0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Psycho,1960.0,"['Horror', 'Mystery', 'Thriller']",109.0,8.5,,423923.0,32000000.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Superbad,2007.0,['Comedy'],113.0,7.6,76.0,423669.0,121460000.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Frozen,2013.0,"['Animation', 'Adventure', 'Comedy']",102.0,7.6,74.0,423140.0,400740000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Matrix Reloaded,2003.0,"['Action', 'Sci-Fi']",138.0,7.2,62.0,422771.0,281490000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Life Is Beautiful,1997.0,"['Comedy', 'Drama', 'War']",116.0,8.6,59.0,421729.0,57600000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jurassic World,2015.0,"['Action', 'Adventure', 'Sci-Fi']",124.0,7.0,59.0,420652.0,652180000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Limitless,2011.0,"['Mystery', 'Sci-Fi', 'Thriller']",105.0,7.4,59.0,420458.0,79240000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
Spirited Away,2001.0,"['Animation', 'Adventure', 'Family']",125.0,8.6,94.0,419777.0,10050000.0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"Lock, Stock and Two Smoking Barrels",1998.0,"['Comedy', 'Crime']",107.0,8.2,66.0,416183.0,3650000.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Thor: The Dark World,2013.0,"['Action', 'Adventure', 'Fantasy']",112.0,7.1,54.0,415641.0,206360000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Juno,2007.0,"['Comedy', 'Drama', 'Romance']",96.0,7.5,81.0,415413.0,143490000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
L.A. Confidential,1997.0,"['Crime', 'Drama', 'Mystery']",138.0,8.3,90.0,415386.0,64599999.99999999,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Jaws,1975.0,"['Adventure', 'Drama', 'Thriller']",124.0,8.0,86.0,413801.0,260000000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Spider-Man 2,2004.0,"['Action', 'Adventure', 'Romance']",127.0,7.3,83.0,413262.0,373380000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The Revenant,2015.0,"['Adventure', 'Drama', 'Thriller']",156.0,8.1,76.0,412129.0,183640000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
The Bourne Identity,2002.0,"['Action', 'Mystery', 'Thriller']",119.0,7.9,68.0,409930.0,121470000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
21 Jump Street,2012.0,"['Action', 'Comedy', 'Crime']",109.0,7.2,69.0,409717.0,138450000.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X2,2003.0,"['Action', 'Adventure', 'Fantasy']",134.0,7.5,68.0,407216.0,214950000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rise of the Planet of the Apes,2011.0,"['Action', 'Drama', 'Sci-Fi']",105.0,7.6,68.0,404809.0,176740000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Men in Black,1997.0,"['Adventure', 'Comedy', 'Family']",98.0,7.3,71.0,404247.0,250150000.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Ocean's Eleven,2001.0,"['Crime', 'Thriller']",116.0,7.8,74.0,403836.0,183410000.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Whiplash,2014.0,"['Drama', 'Music']",107.0,8.5,88.0,402581.0,13090000.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Blood Diamond,2006.0,"['Adventure', 'Drama', 'Thriller']",143.0,8.0,64.0,401457.0,57370000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Minority Report,2002.0,"['Action', 'Mystery', 'Sci-Fi']",145.0,7.7,80.0,400885.0,132009999.99999999,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Kingsman: The Secret Service,2014.0,"['Action', 'Adventure', 'Comedy']",129.0,7.8,58.0,400272.0,128250000.0,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Notebook,2004.0,"['Drama', 'Romance']",123.0,7.9,53.0,397716.0,60000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Birdman or (The Unexpected Virtue of Ignorance),2014.0,"['Comedy', 'Drama', 'Romance']",119.0,7.8,88.0,397358.0,42340000.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Star Trek Into Darkness,2013.0,"['Action', 'Adventure', 'Sci-Fi']",132.0,7.8,72.0,397278.0,228760000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Shaun of the Dead,2004.0,"['Comedy', 'Horror']",99.0,8.0,76.0,397045.0,13460000.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Cast Away,2000.0,"['Adventure', 'Drama', 'Romance']",143.0,7.7,73.0,395547.0,233630000.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Watchmen,2009.0,"['Action', 'Drama', 'Mystery']",162.0,7.6,56.0,393462.0,107500000.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Harry Potter and the Chamber of Secrets,2002.0,"['Adventure', 'Family', 'Fantasy']",161.0,7.4,63.0,389101.0,261970000.00000003,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
"I, Robot",2004.0,"['Action', 'Mystery', 'Sci-Fi']",115.0,7.1,59.0,388944.0,144800000.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
Oblivion,2013.0,"['Action', 'Adventure', 'Mystery']",124.0,7.0,54.0,388506.0,89020000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Zombieland,2009.0,"['Adventure', 'Comedy', 'Horror']",88.0,7.7,73.0,387432.0,75590000.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Despicable Me,2010.0,"['Animation', 'Comedy', 'Family']",95.0,7.7,72.0,387339.0,251500000.0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Toy Story 2,1999.0,"['Animation', 'Adventure', 'Comedy']",92.0,7.9,88.0,387135.0,245820000.0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harry Potter and the Goblet of Fire,2005.0,"['Adventure', 'Family', 'Fantasy']",157.0,7.7,81.0,387112.0,289990000.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Prisoners,2013.0,"['Crime', 'Drama', 'Mystery']",153.0,8.1,74.0,385827.0,60960000.0,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Rain Man,1988.0,['Drama'],133.0,8.0,65.0,384580.0,172830000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X-Men: The Last Stand,2006.0,"['Action', 'Adventure', 'Fantasy']",104.0,6.8,58.0,384541.0,234360000.0,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Spider-Man 3,2007.0,"['Action', 'Adventure', 'Romance']",139.0,6.2,59.0,384391.0,336530000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Batman v Superman: Dawn of Justice,2016.0,"['Action', 'Adventure', 'Sci-Fi']",151.0,6.9,44.0,383898.0,330250000.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Harry Potter and the Prisoner of Azkaban,2004.0,"['Adventure', 'Family', 'Fantasy']",142.0,7.8,82.0,383783.0,249360000.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
Monty Python and the Holy Grail,1975.0,"['Adventure', 'Comedy', 'Fantasy']",91.0,8.3,90.0,383354.0,1230000.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
